index_author,index_title,index_link
omanorboyo,[討論] 館長還有要挺侯大哥嗎？,/bbs/HatePolitics/M.1685982698.A.28D.html
iLeyaSin365,[黑特] 性騷再大，綠也不會倒吧,/bbs/HatePolitics/M.1685982842.A.97B.html
laverne1,Re: [討論] 宋楚瑜連戰阿扁=賴清德侯友宜柯P,/bbs/HatePolitics/M.1685983027.A.54C.html
AGODFATHER,Re: [討論] 黃國昌：口譯哥市政質詢談憲法很無聊,/bbs/HatePolitics/M.1685983566.A.EAA.html
KillAnnie,[討論] 柯粉什麼時候突然這麼在意性騷擾？,/bbs/HatePolitics/M.1685983978.A.6FF.html
aleeon,[討論] 取醜化外號真的有用？,/bbs/HatePolitics/M.1685984144.A.A32.html
miler22020,Re: [討論] 綠粉怎麼連美麗島民調都敢造謠,/bbs/HatePolitics/M.1685984644.A.919.html
unipatriot,[討論] 我昨天老早就說綠底的不能用了,/bbs/HatePolitics/M.1685984785.A.20B.html
KillAnnie,[討論] 根據戴立安民調換算最終得票率,/bbs/HatePolitics/M.1685985705.A.CF2.html
CenaC,Re: [討論] 綠粉怎麼連美麗島民調都敢造謠,/bbs/HatePolitics/M.1685985951.A.C3E.html
Subaru5566,Re: [討論] 綠粉怎麼連美麗島民調都敢造謠,/bbs/HatePolitics/M.1685986395.A.853.html
josh79103,[討論] 高虹安新竹模式再現,/bbs/HatePolitics/M.1685986493.A.8B0.html
Wardyal,[黑特] 蔡英文是不是跟LoL原廠直營很像,/bbs/HatePolitics/M.1685986713.A.70E.html
zeuswell,[討論] 以性要求換工作？H：是,/bbs/HatePolitics/M.1685988278.A.CAD.html
yangzy,[討論] 性平課該給賴清德上什麼？,/bbs/HatePolitics/M.1685988364.A.291.html
lupin2401,[討論] 匯流民調就深白 為什麼拿來講,/bbs/HatePolitics/M.1685991585.A.989.html
ll6a,[討論] 陳菊還在睡嗎,/bbs/HatePolitics/M.1685993755.A.9C0.html
asassbulu,[討論] 剛看鄭知道了，想幫高嘉瑜說句話,/bbs/HatePolitics/M.1685999023.A.F45.html
yoyoflag,[討論] 抹布水牛肉麵 就像政黨一樣 不要太好奇,/bbs/HatePolitics/M.1686000660.A.18D.html
pandp,Re: [新聞] 姐妹幫柯文哲選市長遭性騷「可吃姐妹丼,/bbs/HatePolitics/M.1685977564.A.0D0.html
jason486,[黑特]  綠畜黨又+1,/bbs/HatePolitics/M.1685977709.A.617.html
pemoney,Re: [討論] 性平事件的熱度好像有點降了,/bbs/HatePolitics/M.1685978182.A.7B4.html
kuijun228,[黑特] 義勇軍最近不演了欸,/bbs/HatePolitics/M.1685978654.A.A69.html
purine5566,[討論] 柯文哲是不是涼了?,/bbs/HatePolitics/M.1685979254.A.649.html
heinztzeng,[新聞] 板橋人接民調「侯友宜已經第3了，你要支,/bbs/HatePolitics/M.1685979726.A.F33.html
windom,Re: [討論] 性騷擾事件後柯文哲民調可能變第一～,/bbs/HatePolitics/M.1685979787.A.B4D.html
seraphimm,[黑特] 《造王者319》,/bbs/HatePolitics/M.1685980311.A.816.html
Zionward,[討論] 如果忽然有人說柯侯賴都摸過他..,/bbs/HatePolitics/M.1685980483.A.9F1.html
jl40,[討論] 這場如果沒柯 是不是樂趣會少很多？,/bbs/HatePolitics/M.1685980562.A.A11.html
zoeforce,[討論] 綠粉為什麼不寄信箱？,/bbs/HatePolitics/M.1685980581.A.081.html
AGODFATHER,[討論] 柯文哲在日本講錯議題吧,/bbs/HatePolitics/M.1685980620.A.34A.html
Sturmvogel,Re: [討論] 黃國昌：口譯哥市政質詢談憲法很無聊,/bbs/HatePolitics/M.1685980752.A.272.html
Kanaheisaiko,[討論] 分身發了幾天文好無聊，綠粉怎麼會想玩,/bbs/HatePolitics/M.1685980896.A.E34.html
ilw4e,Re: [討論] 大家也有看到63趴的民眾支持政黨輪替嗎？,/bbs/HatePolitics/M.1685980965.A.DF8.html
stevencool,Re: [黑特]  綠畜黨又+1,/bbs/HatePolitics/M.1685980980.A.3C8.html
baron1860t,Re: [新聞] 再提核能　童子賢：可效法美國能源配比,/bbs/HatePolitics/M.1685981323.A.ECB.html
iamsosmart,[討論] 「性平熱度有點降」...立刻就再熱起來啦,/bbs/HatePolitics/M.1685981601.A.977.html
stevencool,Re: [討論] 綠粉怎麼連美麗島民調都敢造謠,/bbs/HatePolitics/M.1685981771.A.3D0.html
Zionward,[轉錄] 洪智坤fb：一定是我的錯誤,/bbs/HatePolitics/M.1685982231.A.B63.html
tn00270144,Re: [討論] 柯文哲：日本能吃福食，台灣也能吃,/bbs/HatePolitics/M.1685973922.A.800.html
snakei14702,[討論] 不想要政黨輪替的是那些人啊？,/bbs/HatePolitics/M.1685974396.A.AC8.html
benothing,[討論] 新竹綠議員根本在害小智,/bbs/HatePolitics/M.1685974465.A.23F.html
ke0119,Re: [討論] 柯文哲：日本能吃福食，台灣也能吃,/bbs/HatePolitics/M.1685974861.A.494.html
ll6a,[討論] 智燦屎忠好怕柯文哲啊,/bbs/HatePolitics/M.1685974914.A.226.html
purplvampire,Re: [討論] 說真的，柯文哲是選舉怪物吧？,/bbs/HatePolitics/M.1685975185.A.737.html
heinse,[新聞] 郭台銘下一步動向 陳玉珍：他身邊有不同,/bbs/HatePolitics/M.1685975185.A.606.html
wenchii,Re: [討論] 柯文哲：日本能吃福食，台灣也能吃,/bbs/HatePolitics/M.1685975228.A.FD5.html
hshshs,Re: [討論] 賴清德想和習大大吃什麼？,/bbs/HatePolitics/M.1685975582.A.D82.html
PaulAllen2,Re: [討論] 賴清德想和習大大吃什麼？,/bbs/HatePolitics/M.1685975841.A.E2F.html
rainfruit,[討論] 猴子是自負的那種人嗎?,/bbs/HatePolitics/M.1685976026.A.D14.html
purplvampire,[討論] 黃國昌：口譯哥市政質詢談憲法很無聊,/bbs/HatePolitics/M.1685976207.A.EAC.html
ke0119,Re: [討論] 說真的，柯文哲是選舉怪物吧？,/bbs/HatePolitics/M.1685976282.A.627.html
hshshs,Re: [討論] 柯文哲：日本能吃福食，台灣也能吃,/bbs/HatePolitics/M.1685976310.A.57C.html
dudu5566,Re: [轉錄] 趙怡翔:涉嫌性騷的是柯市府的委性平員,/bbs/HatePolitics/M.1685976511.A.FAB.html
americ,[討論] 新黨也傳#MeToo?侯漢廷無意碰黃瀞瑩手臂?,/bbs/HatePolitics/M.1685976576.A.27E.html
Zionward,[討論] 性平事件的熱度好像有點降了,/bbs/HatePolitics/M.1685976610.A.B54.html
honkwun,[轉錄] 電費連漲18個月 日本地方政府接連制定住,/bbs/HatePolitics/M.1685976882.A.C88.html
cutbear123,Re: [討論] 性平事件的熱度好像有點降了,/bbs/HatePolitics/M.1685976930.A.D59.html
xx49874039,[討論] 把性騷髒水潑到柯身上必勝絕招！,/bbs/HatePolitics/M.1685977397.A.2C6.html
Zcould,Re: [討論] 大家也有看到63趴的民眾支持政黨輪替嗎？,/bbs/HatePolitics/M.1685970336.A.067.html
laverne1,[討論] 中國開放民選 民進黨能贏嗎？,/bbs/HatePolitics/M.1685970516.A.3F2.html
a110274,[討論] 輻射食物會不會特別好吃？,/bbs/HatePolitics/M.1685970743.A.66A.html
oldmangoes,[黑特] 柯侯 或 侯柯 配一配就好啦！,/bbs/HatePolitics/M.1685970782.A.6EF.html
w19901027,[黑特] 「市長說這件事他不想管」不算吃案嗎？,/bbs/HatePolitics/M.1685970899.A.BC4.html
indium111,[討論] 手機民調的失真,/bbs/HatePolitics/M.1685970953.A.ADD.html
angela09325,[討論] 所以我說那個民眾黨的性騷案件,/bbs/HatePolitics/M.1685970983.A.630.html
beecksh,Re: [討論] 大家也有看到63趴的民眾支持政黨輪替嗎？,/bbs/HatePolitics/M.1685971198.A.5B9.html
lwt501cx,Re: [討論] 侯友宜到底該怎麼重回神壇？,/bbs/HatePolitics/M.1685971205.A.C5F.html
winall,[討論] 檳榔黨最怕的是 侯郭 或 郭侯 配,/bbs/HatePolitics/M.1685971525.A.1A0.html
ezJapan,[新聞] 不要苗博雅！客家社團串連力挺謝佩芬　蔡英文客語老師加入連,/bbs/HatePolitics/M.1685971534.A.861.html
ppp123,[討論] 為了台灣 韓粉 郭粉 速速歸位,/bbs/HatePolitics/M.1685971565.A.E17.html
seraphimm,Re: [討論] 說真的，柯文哲是選舉怪物吧？,/bbs/HatePolitics/M.1685971607.A.A95.html
aleeon,Re: [討論] 說真的，柯文哲是選舉怪物吧？,/bbs/HatePolitics/M.1685971837.A.145.html
jack8587,[討論] 柯侯配絕對比侯柯配穩,/bbs/HatePolitics/M.1685972229.A.723.html
osalucard,[討論] 桃園孫先生 6月5日街訪民調,/bbs/HatePolitics/M.1685972682.A.3BE.html
andy199113,[討論] 阿銘感恩之旅開始了嗎?,/bbs/HatePolitics/M.1685972857.A.C5C.html
hydra3179,[討論] 現實沒啥人在意metoo，都在玩D4,/bbs/HatePolitics/M.1685972988.A.241.html
CavendishJr,[黑特] 莫德納癌症疫苗二期具統計學上意義,/bbs/HatePolitics/M.1685973257.A.549.html
Phoenix723,[討論] 五筒學者李毅,/bbs/HatePolitics/M.1685973495.A.60F.html
kabor,[討論] 便利商店很熱正常？,/bbs/HatePolitics/M.1685968234.A.097.html
lpbrother,[討論] 性騷案要怎麼結束鄉民才會滿意？,/bbs/HatePolitics/M.1685968531.A.0E4.html
pickchu22001,[討論] 賴功德是不是故意這樣對基進黨?,/bbs/HatePolitics/M.1685968768.A.AB7.html
yoo16000,[黑特] 所以民進黨要資格論到什麼時候,/bbs/HatePolitics/M.1685969242.A.D5D.html
winall,[討論] 藍綠進來 檳榔黨一直在作夢,/bbs/HatePolitics/M.1685969371.A.082.html
ysb727,[討論] 果凍先生現在到底在玩什麼？,/bbs/HatePolitics/M.1685969619.A.EAE.html
brella,[新聞] 姐妹幫柯文哲選市長遭性騷「可吃姐妹丼,/bbs/HatePolitics/M.1685969704.A.ED7.html
chopper594,[討論] 綠粉怎麼連美麗島民調都敢造謠,/bbs/HatePolitics/M.1685969712.A.1F2.html
abcd5566,[討論] 現在中國連農民工都過得比台灣人好,/bbs/HatePolitics/M.1685969726.A.816.html
xy1904312,[討論] 民進黨塑造的最強政治人物是柯文哲嗎,/bbs/HatePolitics/M.1685969891.A.69F.html
zeuswell,[公告] HisVol 21天 人民不想看到民進黨獨大,/bbs/HatePolitics/M.1685969932.A.BFF.html
Taiwan007,[討論] 館長：賴沒什麼問題，你的黨有很大問題,/bbs/HatePolitics/M.1685970013.A.399.html
zeuswell,[公告] l42857 21天 我們回去再講,/bbs/HatePolitics/M.1685970087.A.5E2.html
NewYAWARA,[轉錄] 【小笠原欣幸觀點】 三位參選人的民調變,/bbs/HatePolitics/M.1685970115.A.152.html
wetteland,Re: [討論] 「長年嗜酒但已戒半年」性騷周玉蔻,/bbs/HatePolitics/M.1685970120.A.52A.html
tontontonni,[討論] 何志偉是我的菜，想被留電話,/bbs/HatePolitics/M.1685970154.A.6A9.html
gn7722,[討論] 吼吼根本是清流吧？,/bbs/HatePolitics/M.1685970169.A.6CD.html
TheoEpstein,[討論] 能想像徐巧芯在黨內沒人理嗎？,/bbs/HatePolitics/M.1685970185.A.216.html
zeuswell,[公告] minjindon 14天 被罷免的回去當太監,/bbs/HatePolitics/M.1685970185.A.C46.html
winall,Re: [討論] 說真的，柯文哲是選舉怪物吧？,/bbs/HatePolitics/M.1685970200.A.59F.html
bulden,Re: [討論] 美麗島總統民調5/29-30 賴40.4 柯22.2 侯20,/bbs/HatePolitics/M.1685965239.A.503.html
jason486,[黑特] 徐閉引用柯文哲名言倒打一把,/bbs/HatePolitics/M.1685965256.A.3C0.html
ReDive,Re: [討論] 戴立安:柯賴兩次民調各自只變動0.4%,/bbs/HatePolitics/M.1685965546.A.B17.html
zeuswell,[討論] 我也被性騷過啊，請藍綠都要負責,/bbs/HatePolitics/M.1685965578.A.9FC.html
mark2326,Re: [黑特] 徐閉引用柯文哲名言倒打一把,/bbs/HatePolitics/M.1685965822.A.016.html
bajerski4,[討論] 賴這波操作會不會太騷？,/bbs/HatePolitics/M.1685965879.A.658.html
oldmangoes,[討論] 當年郭又不支持韓 為啥韓粉支持郭？,/bbs/HatePolitics/M.1685966131.A.D9B.html
somehog,[討論] 政黑版友RJ的yt頻道被封 有政治力介入嗎?,/bbs/HatePolitics/M.1685966177.A.3A6.html
syensyens,[討論] 侯侯以前影片特別開朗耶….,/bbs/HatePolitics/M.1685966229.A.4F1.html
Taiwan007,[討論] 性騷擾事件後柯文哲民調可能變第一～,/bbs/HatePolitics/M.1685966297.A.966.html
OldYellowDog,[Live] 時力【國昌】看看上週台北市議會在做什麼,/bbs/HatePolitics/M.1685966846.A.3B0.html
seabox,Re: [討論] 柯文哲：日本能吃福食，台灣也能吃,/bbs/HatePolitics/M.1685967206.A.FE6.html
kiqeni,[新聞] 性騷慣犯「遛鳥俠」進台南市府　羅紹齊被,/bbs/HatePolitics/M.1685967305.A.0BD.html
gogobar,Re: [討論] 柯文哲：日本能吃福食，台灣也能吃,/bbs/HatePolitics/M.1685967398.A.65A.html
AIronKuma,[討論] 台灣最後希望郭台銘,/bbs/HatePolitics/M.1685967489.A.6C1.html
saufu08,[討論] 大家也有看到63趴的民眾支持政黨輪替嗎？,/bbs/HatePolitics/M.1685967769.A.2A6.html
Yang0108,[討論] 三立民視政論同時在檢討侯友宜,/bbs/HatePolitics/M.1685967839.A.DA3.html
winall,[討論] 我的第一次 檳榔「綠皮＋白裡透紅」經歷,/bbs/HatePolitics/M.1685967862.A.C70.html
DustToDust,[新聞] 柯文哲訪日演講登上NHK：優先在文化、經,/bbs/HatePolitics/M.1685968121.A.4EA.html
jacklyl,[討論] 說真的，柯文哲是選舉怪物吧？,/bbs/HatePolitics/M.1685968233.A.CC0.html
MeiHS,"[討論] 老實說,蠻佩服柯文哲啥都敢講 核電/福食",/bbs/HatePolitics/M.1685962227.A.838.html
mazinkisa,[黑特] 什麼時候開始他也一樣的成了標準,/bbs/HatePolitics/M.1685962252.A.D17.html
tigotigo,Re: [轉錄] 趙怡翔:涉嫌性騷的是柯市府的委性平員,/bbs/HatePolitics/M.1685962491.A.F72.html
mimi1020b,[討論] 台灣人開個會都能打架不像我們只要舉手,/bbs/HatePolitics/M.1685962571.A.6CB.html
nogood,[討論] 林佳龍是不是毀侯第一功臣？,/bbs/HatePolitics/M.1685962701.A.1DA.html
Bejita,[討論] 大家還記得媒體抹黑功力？,/bbs/HatePolitics/M.1685962859.A.1EE.html
minjindon,[新聞]《短評》侯友宜民調低迷 問題出在哪裡？,/bbs/HatePolitics/M.1685962923.A.EA6.html
Supasizeit,[黑特] 2022 台灣上半年重要大事,/bbs/HatePolitics/M.1685963017.A.E08.html
CrazySept,[新聞] 「綠營遛鳥俠」羅紹齊在南市府工作 黃偉,/bbs/HatePolitics/M.1685963104.A.B7F.html
gve50714,[討論] 這樣看蔡英文其實做很差吧？,/bbs/HatePolitics/M.1685963123.A.75D.html
seabox,[討論] 蔣萬安->徐巧芯->韓冰 國民黨接班完成,/bbs/HatePolitics/M.1685963712.A.7E1.html
hgt,Re: [討論] 侯友宜到底該怎麼重回神壇？,/bbs/HatePolitics/M.1685963950.A.5DB.html
xx49874039,[討論] 哥布林的反擊-柯文哲：生死的智慧,/bbs/HatePolitics/M.1685963994.A.938.html
vogue38,Re: [討論] 美麗島總統民調5/29-30 賴40.4 柯22.2 侯20,/bbs/HatePolitics/M.1685964192.A.3A1.html
Taiwan007,[討論] 國民黨當初應該提名郭董～,/bbs/HatePolitics/M.1685964410.A.77B.html
jack8587,Re: [討論] 美麗島總統民調5/29-30 賴40.4 柯22.2 侯20,/bbs/HatePolitics/M.1685964435.A.B63.html
palindromes,[新聞] 惡狼現蹤！南韓女實況主來台旅遊遭性騷,/bbs/HatePolitics/M.1685964465.A.821.html
keel90135,[轉錄] 吳欣岱FB,/bbs/HatePolitics/M.1685964692.A.858.html
oscarwu3041,[討論] 柯文哲：日本能吃福食，台灣也能吃,/bbs/HatePolitics/M.1685965076.A.298.html
bluenight9,[討論] 本是同根生，賴粉為什麼那麼討厭英？,/bbs/HatePolitics/M.1685965192.A.17F.html
hydra3179,Re: [討論] 「長年嗜酒但已戒半年」性騷周玉蔻,/bbs/HatePolitics/M.1685959642.A.FDE.html
ffgordon,[討論] 戴立安:柯賴兩次民調各自只變動0.4%,/bbs/HatePolitics/M.1685959770.A.059.html
chu,[討論] 統計下次年輕投票數可能和老人差不多,/bbs/HatePolitics/M.1685959788.A.B83.html
ksas,Re: [討論] 性騷擾是 道德感薄弱 還是 性平觀念薄弱?,/bbs/HatePolitics/M.1685959800.A.20D.html
McCain,[討論] 盧秀燕 明年會參選黨主席嗎?,/bbs/HatePolitics/M.1685959838.A.E74.html
saufu08,[討論] 發現第二、三名根本拉不開...,/bbs/HatePolitics/M.1685959927.A.05B.html
snakei14702,Re: [轉錄] 趙怡翔:涉嫌性騷的是柯市府的委性平員,/bbs/HatePolitics/M.1685960081.A.F94.html
fanlongs,[討論] 我沒說錯吧藍綠狗咬狗！笑死人性侵,/bbs/HatePolitics/M.1685960193.A.C8B.html
s505015,Re: [討論] 聽說韓冰可能要選立委,/bbs/HatePolitics/M.1685960361.A.275.html
tommy508,Re: [轉錄] 趙怡翔:涉嫌性騷的是柯市府的委性平員,/bbs/HatePolitics/M.1685960410.A.0FE.html
kisaraki1976,[黑特] 藍白粉你們準備瑟瑟發抖吧,/bbs/HatePolitics/M.1685960485.A.6E0.html
hk410050,[新聞] 被控性騷擾 總統府資政顏志發打破沉默聲,/bbs/HatePolitics/M.1685960586.A.1B5.html
kisaraki1976,Re: [討論] 沒人發現性騷擾很少女生騷擾男生嗎？,/bbs/HatePolitics/M.1685960749.A.100.html
autokey,[黑特] 我沒有被寫下何志偉的電話但我支持何志偉,/bbs/HatePolitics/M.1685960752.A.5CB.html
tn00270144,Re: [黑特] 民眾黨性騷吃案怎麼沒事,/bbs/HatePolitics/M.1685961006.A.F4D.html
ERT312,Re: [討論] 發現第二、三名根本拉不開...,/bbs/HatePolitics/M.1685961111.A.3A7.html
win8719,[新聞] 律師評高虹安遭諷「特殊服務女客戶」　,/bbs/HatePolitics/M.1685961602.A.AAB.html
nobu1982,Re: [討論] 發現第二、三名根本拉不開...,/bbs/HatePolitics/M.1685961852.A.15A.html
TzXy,[討論] 柯粉黨主任級男男強逼拍攝裸體跳舞,/bbs/HatePolitics/M.1685961856.A.DBA.html
growl,[討論] 侯友宜到底該怎麼重回神壇？,/bbs/HatePolitics/M.1685961875.A.7A6.html
jason486,[轉錄] 趙怡翔:涉嫌性騷的是柯市府的委性平員,/bbs/HatePolitics/M.1685956660.A.9B9.html
americ,[討論] 性騷擾是 道德感薄弱 還是 性平觀念薄弱?,/bbs/HatePolitics/M.1685956881.A.D19.html
Chantaljones,Re: [黑特] 民眾黨性騷吃案怎麼沒事,/bbs/HatePolitics/M.1685956962.A.B45.html
kaminari22tw,[討論] 「長年嗜酒但已戒半年」性騷周玉蔻,/bbs/HatePolitics/M.1685957101.A.B33.html
rhino0314,Re: [討論] 柯阿北八年後很可能當選!!!,/bbs/HatePolitics/M.1685957101.A.48D.html
Bejita,Re: [轉錄] 趙怡翔:涉嫌性騷的是柯市府的委性平員,/bbs/HatePolitics/M.1685957439.A.042.html
jason486,[轉錄] 徐巧芯: 黃偉哲 又是你！,/bbs/HatePolitics/M.1685957585.A.6C9.html
linhu8883324,[新聞]民眾黨中央點名徵召選立委 蔡壁如笑稱:哪,/bbs/HatePolitics/M.1685957697.A.3B8.html
wfelix,Re: [黑特] 民眾黨性騷吃案怎麼沒事,/bbs/HatePolitics/M.1685957739.A.171.html
palindromes,[討論] 沒人發現性騷擾很少女生騷擾男生嗎？,/bbs/HatePolitics/M.1685957764.A.B60.html
Sinreigensou,[新聞] 再提核能　童子賢：可效法美國能源配比,/bbs/HatePolitics/M.1685957820.A.343.html
ll6a,Re: [轉錄] 趙怡翔:涉嫌性騷的是柯市府的委性平,/bbs/HatePolitics/M.1685958063.A.EDD.html
xx49874039,[討論] 賴清德想和習大大吃什麼？,/bbs/HatePolitics/M.1685958114.A.0C9.html
algebraic,[討論] 就算是蔡英文出來選 也還是會贏吧,/bbs/HatePolitics/M.1685958676.A.F43.html
mimi1020b,[討論] 日本人不還釣魚台是不是不講信用,/bbs/HatePolitics/M.1685958682.A.1F6.html
MeiHS,Re: [討論] 總統民調 匯流,/bbs/HatePolitics/M.1685958975.A.512.html
Supasizeit,[黑特] 口譯哥不覺得被性騷嗎,/bbs/HatePolitics/M.1685959119.A.1A7.html
krajicek,[討論] 聽說韓冰可能要選立委,/bbs/HatePolitics/M.1685959224.A.807.html
ilw4e,Re: [討論] 侯友宜的選情還有救嗎?,/bbs/HatePolitics/M.1685959401.A.271.html
Tosca,Re: [討論] 日本人不還釣魚台是不是不講信用,/bbs/HatePolitics/M.1685959634.A.CF0.html
xx49874039,[討論] 應該還給陳為廷一個黨公職！,/bbs/HatePolitics/M.1685953645.A.874.html
kterry01,Re: [討論] 花蓮王很有可能選不了花蓮立委吧?,/bbs/HatePolitics/M.1685953717.A.911.html
zeuswell,[公告] Wonderwalk ilovedt sucksboy 1-6 37天,/bbs/HatePolitics/M.1685953980.A.297.html
chopper594,Re: [討論] 美麗島總統民調5/29-30 賴40.4 柯22.2 侯20,/bbs/HatePolitics/M.1685953994.A.997.html
hydra3179,Re: [黑特]兒少性騷擾嫌犯易俊宏正擔任綠議員助理,/bbs/HatePolitics/M.1685954039.A.425.html
didder,[黑特] 塔綠斑說性騷擾案件太多繳不出報告,/bbs/HatePolitics/M.1685954102.A.118.html
closer0616,[黑特] 民眾黨性騷吃案怎麼沒事,/bbs/HatePolitics/M.1685954369.A.2CA.html
lawyer94,[討論] 民眾黨是女人黨吧？,/bbs/HatePolitics/M.1685954454.A.F76.html
skywalker21,Re: [討論] 美麗島總統民調5/29-30 賴40.4 柯22.,/bbs/HatePolitics/M.1685954540.A.FA8.html
ArkingChen,Re: [黑特] 國民黨跳不出找明星縣市長落跑選的迴圈,/bbs/HatePolitics/M.1685954714.A.3DE.html
Zionward,[討論] 柯阿北八年後很可能當選!!!,/bbs/HatePolitics/M.1685955033.A.078.html
onlygoog,[討論]賴缺德什麼都知道！！！,/bbs/HatePolitics/M.1685955225.A.288.html
geige,Re: [討論] 賴清德40.4%侯友宜20%柯文哲22.4%,/bbs/HatePolitics/M.1685955457.A.198.html
CavendishJr,[黑特] 謠言說英國軍機噴灑SK疫苗給英國人接種,/bbs/HatePolitics/M.1685955688.A.B60.html
sammoon,[討論] 性騷案應該只在年輕人中有熱度,/bbs/HatePolitics/M.1685955823.A.AB8.html
Sturmvogel,Re: [新聞] 認了性騷案衝擊大！賴清德下3指示：不必,/bbs/HatePolitics/M.1685955891.A.5FF.html
asassbulu,[討論] 侯友宜的選情還有救嗎?,/bbs/HatePolitics/M.1685956248.A.EAE.html
americ,"[討論]前綠委:台灣社會現況,性平觀念弱,應還很多",/bbs/HatePolitics/M.1685956305.A.61F.html
vava5566,Re: [新聞] 給柯文哲「非常高評價」　前日相野田佳彥,/bbs/HatePolitics/M.1685956642.A.18A.html
selisja,[新聞] 獨／藍營再爆性騷擾！女黨工淚控：主管,/bbs/HatePolitics/M.1685956649.A.AB2.html
paladin90974,[討論] 為什麼賴可以跟DPP切這麼乾淨,/bbs/HatePolitics/M.1685950581.A.24C.html
taxuan,[討論] 民進黨是否趁現在搬去高雄？,/bbs/HatePolitics/M.1685950672.A.E3F.html
ivorysoap,[討論] 有一說一 韓總跟郭董有表態挺侯了嗎,/bbs/HatePolitics/M.1685950835.A.C7A.html
stevencool,[新聞] 賴清德指示黨中央安排性平課「主席也同,/bbs/HatePolitics/M.1685950895.A.11E.html
Borges,Re: [討論] 總統民調 匯流,/bbs/HatePolitics/M.1685951109.A.E32.html
DoncicInPTT,Re: [討論] 為什麼賴可以跟DPP切這麼乾淨,/bbs/HatePolitics/M.1685951482.A.FBD.html
lawyer94,[討論] 賴神有可能單獨過半嗎？,/bbs/HatePolitics/M.1685951567.A.35A.html
indium111,[討論] 給侯導良心建議,/bbs/HatePolitics/M.1685951640.A.5F7.html
bulden,Re: [黑特]兒少性騷擾嫌犯易俊宏正擔任綠議員助理,/bbs/HatePolitics/M.1685951923.A.1B3.html
qm21,[討論] 國民黨就是不在乎民意的垃圾黨,/bbs/HatePolitics/M.1685952150.A.042.html
KillAnnie,[討論] 還是要小心防範柯文哲,/bbs/HatePolitics/M.1685952298.A.181.html
nogood,[討論] 老人、低學歷會在意性騷擾嗎？,/bbs/HatePolitics/M.1685952432.A.C39.html
Ginpunch,[討論] 花蓮王很有可能選不了花蓮立委吧?,/bbs/HatePolitics/M.1685952761.A.9BD.html
forgetme,[黑特] 國民黨跳不出找明星縣市長落跑選的迴圈,/bbs/HatePolitics/M.1685952983.A.653.html
saufu08,[討論] 第二名、第三名，正陷入纏鬥僵局嗎？,/bbs/HatePolitics/M.1685953239.A.337.html
andy199113,[討論] 郭台銘怎麼跟狐狸一樣 來無影去無蹤?,/bbs/HatePolitics/M.1685953296.A.681.html
berryc,"[討論] 朱主席進來, 這方法幫你解套",/bbs/HatePolitics/M.1685953297.A.DD0.html
m82,Re: [討論] 為什麼賴可以跟DPP切這麼乾淨,/bbs/HatePolitics/M.1685953341.A.AC4.html
starport,[新聞] 認了性騷案衝擊大！賴清德下3指示：不必,/bbs/HatePolitics/M.1685953417.A.DC3.html
a000000000,Re: [討論] 總統民調 匯流,/bbs/HatePolitics/M.1685953443.A.1F8.html
oscarwu3041,[討論] 侯會跟羅森伯格說什麼？,/bbs/HatePolitics/M.1685947140.A.0C4.html
kaminari22tw,[新聞] 呂秀蓮:性騷案都發生在蔡英文兼黨主席時,/bbs/HatePolitics/M.1685947166.A.A5C.html
miler22020,[討論] 美麗島總統民調5/29-30 賴40.4 柯22.2 侯20,/bbs/HatePolitics/M.1685947504.A.909.html
yoyoflag,Re: [新聞] 呂秀蓮:性騷案都發生在蔡英文兼黨主席時,/bbs/HatePolitics/M.1685947548.A.644.html
smithjr,Re: [黑特] 藍營真的不知道侯友宜的問題？,/bbs/HatePolitics/M.1685947719.A.3A3.html
zeuswell,[公告] Harvard5566 wish120 Pushking 1-6 61天,/bbs/HatePolitics/M.1685947887.A.D25.html
elmoman,[討論] 四叉貓不譴責民進黨男男性騷?,/bbs/HatePolitics/M.1685948106.A.4DC.html
klhddie0,[新聞] 整理包／「記得來找我喔！」信封戳胸、十,/bbs/HatePolitics/M.1685948427.A.87A.html
larry8550,[Live] 柯文哲訪日前首相野田佳彥,/bbs/HatePolitics/M.1685948679.A.DAB.html
a111111,Re: [討論] 賴神當台北市長有機會五星市長嗎,/bbs/HatePolitics/M.1685948759.A.F4E.html
chal,Re: [討論] 美麗島總統民調5/29-30 賴40.4 柯22.2 侯20,/bbs/HatePolitics/M.1685949041.A.4A9.html
a5687920,[新聞] 民進黨今繳不出性騷案報告　北市勞動局：,/bbs/HatePolitics/M.1685949151.A.66E.html
omanorboyo,[新聞] 民進黨爆性騷未回文北市勞局 蔣萬安：依,/bbs/HatePolitics/M.1685949182.A.A7B.html
rhino0314,[新聞] 何志偉爆「摸男手臂留電話」　陳玉珍：,/bbs/HatePolitics/M.1685949580.A.089.html
cuteSquirrel,[黑特] (純發洩心情)  呵呵 衣冠禽獸,/bbs/HatePolitics/M.1685949610.A.EF0.html
kaminari22tw,[新聞] R：民進黨今繳不出性騷案報告 北市勞動局,/bbs/HatePolitics/M.1685949695.A.9B1.html
TaiwanTeam,[討論] 侯友宜嘉義的得票能贏賴清德嗎,/bbs/HatePolitics/M.1685949890.A.E42.html
ikr3699654,Re: [討論] 總統民調 匯流,/bbs/HatePolitics/M.1685950059.A.B56.html
